宿名,楽天ID,じゃらんID,緯度,経度,住所,電話番号,
ザ・センチュリオン　クラシック赤坂,162902,,,35.6743824,139.7374583,東京都港区赤坂3-11-8,03-5545-5571
ＣＯＣＯＳＨＵＫＵ　赤坂　Ｐｒｅｍｉｕｍ,184084,,,35.6743261,139.7380159,東京都港区赤坂3-6-20　赤坂ポールスタービル,03-5843-0356
ベストウェスタンホテルフィーノ東京赤坂,178161,,,35.6747298,139.7377882,東京都港区赤坂3丁目7番12号,03-5575-3711
ＴｏｋｙｏＳｕｎｓｈｉｎｅＴｏｗｅｒ　＾,170350,,,35.6524573,139.7462442,東京都港区芝3-12-9　ＴｏｋｙｏＳｕｎｓｈｉｎｅＴｏｗｅｒ,080-4089-6888
春日旅館,13560,,,35.65083105,139.7451884,東京都港区芝3-43-18,03-3451-1443
センチュリオンホテルグランド赤坂,142841,,,35.675754,139.736218,東京都港区赤坂3-19-3,03-6435-5226
ホテルリズベリオ赤坂,149327,,,35.6756489,139.7365777,東京都港区赤坂3-18-1,03-5549-2150
アパホテル〈赤坂見附〉,31951,,,35.67590558,139.7360667,東京都港区赤坂3-19-10,0570-004-611
赤坂グランベルホテル,56803,,,35.67561971,139.7370714,東京都港区赤坂3丁目10-9,03-5575-7130
ｔｈｅ　ｂ　赤坂見附（ザビー　あかさかみつけ）,68491,,,35.67657882,139.7361344,東京都港区赤坂3-21-7,03-3589-3610
マツリホテル第２クワムラビル４Ｆ,180808,,,35.6771666,139.7361138,東京都港区赤坂3-9-15　第2クワムラビル4階,03-6228-0440
ＨＯＴＥＬ　ＥＮＳＯ　ＴＯＫＹＯ　赤坂,197434,,,35.6772221,139.7363025,東京都港区赤坂3-9-3　赤坂見附駅前ビル4F,090-5724-2673
Ｓ・Ｆハイツ／民泊,190467,,,35.6484025,139.7456936,東京都港区芝5-23-17　Ｓ・Ｆハイツ,070-2822-3365
ホテル　ザ　セレスティン東京芝,15758,,,35.65126721,139.7490075,東京都港区芝3-23-1,03-5441-4111
ローズステイ東京芝公園,136821,,,35.65163008,139.7496371,東京都港区芝2-20-12,03-3457-7411
わさび三田ホテル　＾,186598,,,35.6445379,139.7439072,東京都港区三田3-14-13クロス三田2階　Ｗａｓａｂｉ　Ｍｉｔａ　Ｈｏｔｅｌ,070-2822-3365
ホテルニューオータニ,28439,,,35.68038023,139.7350381,東京都千代田区紀尾井町4-1,03-3265-1111
ホテルニューオータニ　エグゼクティブハウス　禅,65197,,,35.68047,139.734872,東京都千代田区紀尾井町4-1,03-3265-1111
スーパーホテル東京・芝【高濃度人工炭酸泉　開城の湯】,167343,,,35.6499069,139.7512129,東京都港区芝2-31-17,03-6670-9000
アパホテル〈三田駅前〉（全室禁煙）,138037,,,35.64841479,139.7501159,東京都港区芝4丁目4-8,0570-013-411
ザ・プリンスギャラリー　東京紀尾井町，ラグジュアリーコレクションホテル,153152,,,35.6802622,139.7377552,東京都千代田区紀尾井町1-2,03-3234-1111
ホテルリブマックス三田駅前,193425,,,35.6484734,139.7503445,東京都港区芝4-3-8,03-5443-2080
住友不動産ホテル　ヴィラフォンテーヌグランド東京田町,80762,,,35.64281805,139.7449193,東京都港区芝浦4-2-8,03-5730-7770
ＨＯＴＥＬ　Ｒｉｎ　ＴＯＫＹＯ,196824,,,35.6399793,139.7389219,東京都港区高輪2-16-1,050-5491-2683
都市センターホテル（リーガロイヤルホテルグループ）,2533,,,35.6811858,139.7386877,東京都千代田区平河町2-4-1,03-3265-8211
プルマン東京田町,173085,,,35.64557527,139.7492667,東京都港区芝浦3-1-21,03-6400-5855
スマイルホテル品川泉岳寺駅前,184637,,,35.640672,139.7413735,東京都港区三田3-11-26,03-6700-6300
Ａｒａｉｙａ,153401,,,35.6397338,139.7396925,東京都港区高輪2-17-1,050-5491-2683
ホテルルポール麹町（地方職員共済組合麹町会館）,19925,,,35.68175795,139.7385655,東京都千代田区平河町2-4-3,03-3265-5361
コクウ　東京都港区芝　隠れ家編／民泊,199825,,,35.6512298,139.7548769,東京都港区芝1-9-10 Ｋｏｋｕｕ　Ｍｉｎａｔｏ－ｋｕ　Ｔｏｋｙｏ　Ｓｈｉｂａ　Ｋａｋｕｒｅｇａｈｅｎ,050-1741-0183
静鉄ホテルプレジオ東京田町,178473,,,35.6427583,139.7470938,東京都港区芝浦3-6-18,03-6722-0711
ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　浜松町,180279,,,35.64951792,139.753996,東京都港区芝1-13-19,03-5427-6271
Ｔｅｍｐｌｅ　Ｈｏｔｅｌ　正伝寺,179366,,,35.6503481,139.7546551,東京都港区芝1-12-12,050-5490-5368
くれたけインプレミアム浜松町,74635,,,35.65089243,139.7553598,東京都港区芝1-8-18,03-5476-2211
相鉄フレッサイン　東京田町,19908,,,35.64289036,139.7481968,東京都港区芝浦3-14-21,03-5442-2031
東急ステイ高輪（泉岳寺駅前）,165620,,,35.6382895,139.739462,東京都港区高輪2-16-29,03-5424-1090
シーサイド田町／民泊,189556,,,35.6419584,139.7474317,東京都港区芝浦3-20-9　シーサイド田町,080-8500-9217
アパホテル〈品川　泉岳寺駅前〉,149341,,,35.63803236,139.7393711,東京都港区高輪2-16-30,0570-006-801
チサンホテル浜松町,398,,,35.64992032,139.7555959,東京都港区芝浦1-3-10,03-3452-6511
Ｈｏｔｅｌ　Ｍａｔｏｍａ,197705,,,35.6426969,139.749047,東京都港区芝浦3-12-16,050-3390-4488
アパホテル〈永田町半蔵門駅前〉,145463,,,35.68289795,139.7400105,東京都千代田区平河町1-3-5,0570-036-411
ホテルグランマーチ東京芝浦,178298,,,35.6449425,139.75217,東京都港区芝浦2-17-11,03-6722-6518
ホテルグレイスリー田町,72850,,,35.64365145,139.7509132,東京都港区芝浦3-8-1,03-6699-1000
ネストホテル東京半蔵門,165237,,,35.68321563,139.7419777,東京都千代田区隼町2-18,03-6261-4022
ＲＩＫＩ．ＦＬＡＴ　＾,170742,,,35.68578999,139.7234376,東京都新宿区若葉2-2-1　ＲＩＫＩ．ＦＬＡＴ,080-8915-0596
東急ステイ四谷レジデンス／民泊,174392,,,35.686472,139.726772,東京都新宿区四谷2-1-3,03-3476-1534
東急ステイ四谷,41706,,,35.686497,139.726718,東京都新宿区四谷2-1,03-3354-0109
ＪＷマリオット・ホテル東京,197089,,,35.6356063,139.7388576,東京都港区高輪2-21-2、23-30階,03-3434-7070
ホテルニューショーヘイ,1345,,,35.68676544,139.7283078,東京都新宿区四谷1-7-9,0120-962-216
リッチモンドホテル東京水道橋,146928,,,35.7060714,139.7545636,東京都文京区本郷1-33-9,03-5803-2155
東京ドームホテル,4805,,,35.70359478,139.7532662,東京都文京区後楽1-3-61,03-5805-2111
ｓｅｑｕｅｎｃｅ　ＳＵＩＤＯＢＡＳＨＩ,181148,,,35.70234161,139.7524928,東京都千代田区神田三崎町2-22-17,03-3222-3131
アパホテル〈水道橋駅前〉,195932,,,35.70233954,139.7529895,東京都千代田区神田三崎町2-22-14,0570-033-911
後楽ガーデンホテル（ＲＥＳＯＬグループ）（２０２６／４／２５リブランド）,198636,,,35.7040665,139.7481857,東京都文京区後楽1-5-3,03-3344-8812
後楽ガーデンホテル,18334,,,35.70404181,139.7481527,東京都文京区後楽1-5-3,03-3816-6130
ｔｏｇｇｌｅ　ｈｏｔｅｌ　ｓｕｉｄｏｂａｓｈｉ（トグルホテル水道橋）,182121,,,35.7025451,139.7498093,東京都千代田区飯田橋3-11-4,03-3239-1096
ナインアワーズ水道橋,177966,,,35.7016976,139.7509752,東京都千代田区神田三崎町3-10-1,050-1807-1533
東横ＩＮＮ後楽園文京区役所前,108394,,,35.70976626,139.7515438,東京都文京区小石川　2－2－11,03-3818-1045
ホテルメトロポリタン　エドモント,391,,,35.70062833,139.7490639,東京都千代田区飯田橋3-10-8,03-3237-1111
アパホテル〈飯田橋駅前〉,158791,,,35.70107476,139.747753,東京都千代田区飯田橋3-4-6  ,0570-035-511
アパホテル〈飯田橋駅南〉,164802,,,35.70030682,139.7482373,東京都千代田区飯田橋3-1-4,0570-034-811
ホップイン東京飯田橋,191669,,,35.703733,139.7440037,東京都新宿区下宮比町2-25,03-5228-6031
ヴィアイン飯田橋後楽園（ＪＲ西日本グループ）,166431,,,35.70563124,139.7433224,東京都新宿区新小川町4番１１号,03-3235-5489
ホテルリブマックスＢＵＤＧＥＴ後楽園,104689,,,35.71082711,139.7461998,東京都文京区小石川3-1-2,03-5802-1717
ホテルマイステイズ飯田橋,28095,,,35.70543595,139.7426142,東京都新宿区新小川町3-26,03-5261-1110
アパホテル〈東京九段下〉,135913,,,35.6982139,139.7494962,東京都千代田区飯田橋1-4-7,0570-034-411
東京セントラルユースホステル,129947,,,35.70088649,139.7435782,東京都新宿区神楽河岸1-1　セントラルプラザ18階,03-3235-1107
Ｒｅａｌ　Ｌｉｆｅ　ＫＵＤＡＮＳＨＩＴＡ　４Ｆ　＾,185274,,,35.6973589,139.7516059,東京都千代田区九段北1-8-3　カサイビルＩＩ3-5Ｆ,070-3998-6534
アンバー飯田橋,181608,,,35.7060619,139.7417117,東京都新宿区新小川町5-13　アンバー飯田橋101,070-1369-1334
京王プレッソイン東京九段下,74698,,,35.69694271,139.751911,東京都千代田区九段北1-7-1,03-3511-0202
Ｂｏｕｔｉｑｕｅ　Ｓａｕｎａ　ＡＲＣＨ,188798,,,35.70312094,139.7400644,東京都新宿区津久戸町4-1,050-1721-7359
神楽坂レトロなＢＡＲとホテル,182298,,,35.7022223,139.739626,東京都新宿区神楽坂4-1-3,080-4777-7366
レジデンシャルホテル　ＡＢＣ西五軒町,181729,,,35.7070048,139.7374216,東京都新宿区西五軒町8番17号　オカムラビル2F、3F,050-5806-2242
文京区白山戸建て／民泊,174486,,,35.7176554,139.752221,東京都文京区白山1-18-6,050-8880-4077
日の出神楽坂駅前ホテル　＾,194932,,,35.7038595,139.7354649,東京都新宿区神楽坂6-38　神楽坂ビル1，2，3，6Ｆ,070-3126-5164
Ｇ＆Ｒ　Ｈｏｕｓｅ　プレミアム　＾,195360,,,35.7010379,139.7358041,東京都新宿区箪笥町1　水落ビル第一 1F,090-8008-3478
ＦＩＮＯＡ　Ｒｅｓｉｄｅｎｔｉａｌ　Ｓｕｉｔｅ　Ｋａｇｕｒａｚａｋａ／民泊,169190,,,35.7075849,139.7349947,東京都新宿区改代町33-10　改代町戸建,050-5444-6620
アーベイン新宿神楽坂　＾,199731,,,35.7056213,139.7342276,東京都新宿区赤城下町3223　Arbane シンジュク カグラザカ,050-1741-0183
Ｄ旅館,192379,,,35.7183431,139.742733,東京都文京区小石川5-38-4,050-1726-0153
ＲＩＺＯＴＩＡ　ＨＡＫＵＳＡＮ／民泊,195533,,,35.720927,139.7534278,東京都文京区白山1-37-13　RIZOTIA HAKUSAN,080-8500-9217
閑静な住宅街にある落ち着いた中にある建物です／民泊,169892,,,35.7060865,139.7329304,東京都新宿区赤城下町32-　101,090-5974-9638
Ａｃｏｕｓｔｉｃ　ＧＡＲＡＧＥ,197549,,,35.6983733,139.7336987,東京都新宿区納戸町15,080-8500-9217
ロードス神楽坂ホテル　＾,186782,,,35.6988775,139.7333694,東京都新宿区細工町1-17　ロードス神楽坂,080-1316-2286
ＵＮＰＬＡＮ　ｋａｇｕｒａｚａｋａ,153562,,,35.7050785,139.7313255,東京都新宿区天神町23-1,050-1725-0424
クレアーレ神楽坂ゲストハウス／民泊,199866,,,35.700323,139.732192,東京都新宿区横寺町40クレアーレ神楽坂105 Ｃｒｅａｒｅ　Ｋａｇｕｒａｚａｋａ　ＧｕｅｓｔＨｏｕｓｅ,050-1741-0183
Ｈｏｔｅｌ　Ｖｉｎｔａｇｅ　Ｋａｇｕｒａｚａｋａ,181045,,,35.70579431,139.7311429,東京都新宿区中里町30,03-6265-3554
ルーテル市ヶ谷センター,179302,,,35.6941474,139.7364089,東京都新宿区市谷砂土原町1-1,03-3260-8621
アルカディア市ヶ谷,10766,,,35.69180679,139.7374263,東京都千代田区九段北4-2-25,03-6685-0541
神楽坂戸建て／民泊,190197,,,35.7018715,139.7295081,東京都新宿区南榎町25-4　サウスアビタシオン,050-5444-6620
ＶＯＲＴ山吹町レジデンス／民泊,199619,,,35.7071348,139.7286343,東京都新宿区山吹町81-1　VORT山吹町レジデンス,080-8500-9217
ファーストキャビン市ヶ谷,168662,,,35.6923218,139.734516,東京都新宿区市谷八幡町8番地　TKP市ヶ谷ビル,03-6457-5305
ホテルモントレ半蔵門,52639,,,35.68685469,139.7421206,東京都千代田区一番町23-1,03-3556-7111
ホテル　グランドヒル市ヶ谷,16415,,,35.69180388,139.7325073,東京都新宿区市谷本村町4-1,03-3268-0117
ＲＥＣＯ　早稲田／民泊,195509,,,35.7055919,139.7260959,東京都新宿区早稲田町83-15　Reco早稲田,080-8500-9217
ダイヤモンドホテル,2447,,,35.68550208,139.7423456,東京都千代田区麹町1丁目10－3,03-3263-2211
ホテル椿山荘東京,28448,,,35.71219586,139.7262014,東京都文京区関口2-10-8,03-3943-1111
東京グリーンパレス,72718,,,35.68688235,139.7375654,東京都千代田区二番町2,03-5210-4600
Ｔｏｋｙｏ　Ｃａｎｄｌｅｈｏｕｓｅ,166266,,,35.6906053,139.7319162,東京都新宿区市谷本村町2-33,03-5946-8902
リーガロイヤルホテル東京,106,,,35.71056818,139.7230018,東京都新宿区戸塚町1-104-19,03-5285-1121
グランメゾン夏目坂／民泊,199567,,,35.7006165,139.7223647,東京都新宿区原町3-25　グランメゾン夏目坂,080-8500-9217
９ＳＴＡＹ文京大塚,197959,,,35.7233618,139.7300304,東京都文京区大塚5-15-4,050-1722-8760
ホテル　ブーゲンビリア曙橋,31810,,,35.69277579,139.7247996,東京都新宿区片町6-8,03-5366-3761
旅館　栄進館,936,,,35.68877911,139.7282133,東京都新宿区四谷坂町1-8,03-3353-0821
エース・イン新宿,68255,,,35.69251191,139.7243302,東京都新宿区片町5-3,03-3350-6655
Ｙｏｔｓｕｙａ　１１０　（戸建て）／民泊,174344,,,35.6882961,139.7279317,東京都新宿区四谷本塩町1-10,050-8880-4077
東京ベイ有明ワシントンホテル,1177,,,35.63263993,139.7929879,東京都江東区有明3-7-11,03-5564-0111
相鉄グランドフレッサ東京ベイ有明,76373,,,35.63222322,139.7895493,東京都江東区有明3-6-6,03-6899-2030
ダブルツリーｂｙヒルトン東京有明,193175,,,35.63451475,139.7925329,東京都江東区有明3-7-3,03-6426-0390
ホテルトラスティ東京ベイサイド,69354,,,35.62861523,139.7872635,東京都江東区有明3-1-15,03-6700-0001
住友不動産ホテル　ヴィラフォンテーヌグランド東京有明,178230,,,35.6380185,139.7939672,東京都江東区有明2-1-5,03-6426-0505
ファーイーストビレッジホテル東京有明,176773,,,35.6405014,139.7921662,東京都江東区有明1-2-43,03-6271-0337
東京有明ＢＡＹ　ＨＯＴＥＬ（東京有明ベイホテル）,151216,,,35.6392847,139.8051151,東京都江東区東雲2-10-17,03-3527-6566
東京豊洲　万葉倶楽部,191560,,,35.64590317,139.7831103,東京都江東区豊洲6-5-1,03-3532-4126
ホテルＪＡＬシティ東京　豊洲,176833,,,35.64736524,139.7866717,東京都江東区豊洲6-4-20,03-5962-4000
グランドニッコー東京　台場,1917,,,35.62517075,139.7714622,東京都港区台場2-6-1,03-5500-6711
ラビスタ東京ベイ（共立リゾート）,183390,,,35.64686774,139.7836451,東京都江東区豊洲6-4-40,03-5548-2003
ｈｏｔｅｌ　ＭＯＮｄａｙ　Ｐｒｅｍｉｕｍ　豊洲,168492,,,35.6483116,139.8006429,東京都江東区東雲1-2-11,03-3532-8141
ヒルトン東京お台場,8492,,,35.62601507,139.7703456,東京都港区台場1-9-1,03-5500-5500
ホテルリブマックス豊洲駅前,165002,,,35.65269936,139.7967958,東京都江東区豊洲5-5-34,03-6220-5770
三井ガーデンホテル豊洲プレミア,178674,,,35.65510737,139.7945049,東京都江東区豊洲2-2-1,03-3534-3931
ホテルマリナーズコート東京,193351,,,35.6529293,139.7791115,東京都中央区晴海4-7-28,03-5560-2525
ＡＮＡホリデイ・イン東京ベイ,196160,,,35.62458623,139.7514901,東京都品川区東品川2-3-15,03-6701-8888
東横ＩＮＮ品川港南口天王洲アイル,136278,,,35.62195383,139.7485671,東京都品川区東品川2-2-35,03-5715-1045
Ｔｕｎｅ　Ｉｎｎ　Ｔｏｋｙｏ　Ｂａｙ　＾,185452,,,35.64315727,139.7558273,東京都港区海岸3-17-9　ＲＥＧＡＬＯ芝浦,03-4405-2361
ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　芝浦　＾,194134,,,35.643093,139.7556225,東京都港区海岸3-17-9　Ｒｅｇａｌｏ芝浦　501,050-5444-6620
ＰＥＴＡＬＳ　ＴＯＫＹＯ,184481,,,35.6220465,139.7476398,東京都品川区東品川2-1先,050-5491-2681
東品川アパートメント,197557,,,35.6194002,139.7448083,東京都品川区東品川1-29-18,080-8500-9217
Ｌｉｄｏ　Ｅａｓｔ　Ｓｈｉｎａｇａｗａ　＾,190768,,,35.6178731,139.744995,東京都品川区北品川2-27-5　Ｌｉｄｏ　Ｅａｓｔ　Ｓｈｉｎａｇａｗａ,070-9337-3022
ハートンホテル東品川（品川シーサイド）,51870,,,35.61039406,139.7503035,東京都品川区東品川4-13-27,03-5495-0810
ＳｕｎＳｔａｙ　新馬場Ｉ,180483,,,35.6193239,139.7436535,東京都品川区北品川2-4-12,050-5526-5346
Ｌｉｄｏ　Ｎｏｒｔｈ　Ｓｈｉｎａｇａｗａ　＾,190769,,,35.6191493,139.7436577,東京都品川区北品川2-6-3　Ｌｉｄｏ　Ｎｏｒｔｈ　Ｓｈｉｎａｇａｗａ,070-9337-3022
高濃度炭酸泉　七福神の湯　スーパーホテル品川・新馬場,147079,,,35.6172505,139.7440237,東京都品川区北品川2-30-26,03-6890-9000
アーバンステイ品川,180707,,,35.617846,139.742775,東京都品川区北品川2-23-14,03-6905-6825
ロワジールホテル品川シーサイド,183382,,,35.6092469,139.7488374,東京都品川区東品川4-12-8,03-5781-3511
Ｎｅｏ　Ｔｏｋｙｏ　＃１０２　＾,170058,,,35.6209596,139.7413923,東京都品川区北品川1-23-16　ＮＥＯ　ＴＯＫＹＯ　ＡＮＮＥＸ,080-4620-7127
Ｎｅｏ　Ｔｏｋｙｏ　＃１０４　＾,170749,,,35.6209596,139.7413923,東京都品川区北品川1-23-16　Ｎｅｏ　Ｔｏｋｙｏ　Ａｎｎｅｘ,080-4620-7127
Ｍｉｕ　Ｈｏｔｅｌ　Ｓｈｉｎａｇａｗａ,191762,,,35.6209596,139.7413923,東京都品川区北品川1-23-16-103,080-3805-1166
高濃度炭酸泉　銀杏の湯　スーパーホテル品川・青物横丁,69219,,,35.61308528,139.7450205,東京都品川区東品川3-22-27,03-5782-9200
京急ＥＸイン　品川・新馬場駅北口,72056,,,35.61772078,139.7413734,東京都品川区北品川2-18-1,03-5769-3910
